text,type,freq,current_candidate,surface_form,in_predictions,context
tiểu đường loại 1,CHẨN_ĐOÁN,1,E10.9,Tiểu đường loại 1,1,Các bệnh mãn tính - Tiểu đường loại 1 đái tháo đường - tăng huyết áp
tràn dịch màng ngoài tim,CHẨN_ĐOÁN,1,I31.3,tràn dịch màng ngoài tim,1,Bệnh sử hiện tại Lý do vào việni: khó thở 3. Khám tại bệnh viện Lâm sàng: tràn dịch màng ngoài tim mức độ trung bình Kết quả chẩn đoán hình ảnh: ung thư di căn theo đường bạch huyết ở hai phổi Các thủ thuật đã thực hiện - dẫn lưu dịch màng tim Mình xin tư vấn một số phương pháp điều trị dưới đây 1. Liệu pháp ************** Tiêm ************** nội thương tổn được chỉ định trong rụng tóc từng vùng k
tràn dịch màng tim,CHẨN_ĐOÁN,1,I31.3,Tràn dịch màng tim,1,Tiêu chuẩn chẩn đoán Sốt ≥5 ngày + 4/5 tiêu chí sau: 1.
"tăng lipid máu, không",CHẨN_ĐOÁN,1,,"tăng lipid máu, không",1,"- Tăng huyết áp - tăng lipid máu, không đặc hiệu - Đái tháo đường típ 2"
tăng áp lực tĩnh mạch cửa,CHẨN_ĐOÁN,1,K76.6,tăng áp lực tĩnh mạch cửa,1,"Nếu không được xử lý kịp thời, hạt tophi bị vỡ ra có thể gây hoại tử, biến dạng xương khớp, gây nhiễm trùng máu, rất khó lành - Bệnh nhân xơ gan mất bù có tăng áp lực tĩnh mạch cửa, cổ trướng và tràn dịch màng phổi. Thuốc trước khi nhập viện lần này: liệu pháp lợi tiểu 2."
tắc mạch cấp,CHẨN_ĐOÁN,1,,tắc mạch cấp,1,• Mảng xơ vữa to dần → hẹp lòng mạch • Nứt vỡ mảng xơ vữa → huyết khối → tắc mạch cấp Yếu tố nguy cơ
tắc mạch do cục máu đông,CHẨN_ĐOÁN,1,,tắc mạch do cục máu đông,1,- Bệnh có ảnh hưởng đến đến con bạn hay không thì phụ thuốc vào gen đột biến của bạn có truyền sang cho con bạn không. Nếu có thì con bạn cũng có thể bị tắc mạch do cục máu đông. Các thủ thuật đã thực hiện: đặt shunt dẫn lưu tĩnh mạch cửa qua da
tắc động mạch vành,CHẨN_ĐOÁN,1,,tắc động mạch vành,1,• Nhồi máu cơ tim • Suy vành mạn tính Khoảng 25–30% trẻ không điều trị đúng cách sẽ bị biến chứng này. Biến chứng khác:
u ác trực tràng,CHẨN_ĐOÁN,1,C20,u ác trực tràng,1,Câu hỏi từ người dùng: - khối u trực tràng với hình ảnh của một u ác trực tràng đáng kể - sinh thiết chỉ cho thấy một u tuyến - đến khám để phân giai đoạn phẫu thuật với tem (viết tắt) Câu trả lời của bác sĩ: Chào bạn!
ung thư biểu mô tế bào mật,CHẨN_ĐOÁN,1,C24.0,ung thư biểu mô tế bào mật,1,"Tiền sử bệnh nội khoa Tiền sử phẫu thuật / thủ thuật: Đã thực hiện phẫu thuật cắt bỏ ống dẫn mật chung, cắt bỏ một phần thùy gan bên trái và nối mật tụy bằng ống dẫn hồi tràng (RNY hepaticojejunostomy) vào ngày [Ngày] vì nghi ngờ ung thư biểu mô tế bào mật không thể cắt bỏ. 2."
ung thư cổ tử cung,CHẨN_ĐOÁN,1,C53.9,ung thư cổ tử cung,1,"Tuy nhiên khi lạm dụng thuốc sẽ gây ra một số hậu quả nghiêm trọng như: - Gây ra tình trạng tắc ống dẫn trứng, lạm dụng thuốc còn khiến teo niêm mạc tử cung, không rụng trứng dẫn đến vô sinh. Nhiều trường hợp nguy hiểm còn gây ra ung thư cổ tử cung do dùng thuốc quá nhiều. - Sử dụng nhiều ************************* khiến chị em tăng nguy cơ mang thai ngoài tử cung."
ung thư di căn theo đường bạch huyết ở hai phổi,CHẨN_ĐOÁN,1,C79.9,ung thư di căn theo đường bạch huyết ở hai phổi,1,Bệnh sử hiện tại Lý do vào việni: khó thở 3. Khám tại bệnh viện Lâm sàng: tràn dịch màng ngoài tim mức độ trung bình Kết quả chẩn đoán hình ảnh: ung thư di căn theo đường bạch huyết ở hai phổi Các thủ thuật đã thực hiện - dẫn lưu dịch màng tim Mình xin tư vấn một số phương pháp điều trị dưới đây 1. Liệu pháp ************** Tiêm ************** nội thương tổn được chỉ định trong rụng tóc từng vùng k
ung thư tuyến giáp,CHẨN_ĐOÁN,1,,ung thư tuyến giáp,1,"- Phát triển đau bụng và nôn ra máu trở nên tồi tệ hơn (khi ngừng omeprazole) Chào bạn, bạn mắc ung thư tuyến giáp và chắc đã phẫu thuật, hiện bác sĩ đang kê đơn cho bạn uống levothyroxine với liều 75 microgam/ngày (lưu ý: một viên thuốc Berlthyrox có hàm lượng là 100 microgam chứ không phải 100 miligam như bạn đã nói), là hormone tuyến giáp tổng hợp, nhằm bù lại lượng hormone giáp cơ thể không th"
ung thư vú,CHẨN_ĐOÁN,1,C50.9,Ung thư vú,1,"Cảm ơn Bác sỹ ạ! Ung thư vú di căn, tràn dịch màng phổi trái tái phát 2."
ung thư đường mật,CHẨN_ĐOÁN,1,C24.0,ung thư đường mật,1,"- cắt bỏ phân đoạn bên trái gan - Đã phẫu thuật nối ống gan - hỗng tràng vì nghi ngờ ung thư đường mật không thể cắt bỏ - Đã can thiệp chụp đường mật, đặt 3 stent đường mật lưu dài hạn"
ung thư đại tràng,CHẨN_ĐOÁN,1,C18.9,Ung thư đại tràng,1,- Tăng huyết áp - Tiền sử phẫu thuật cắt bỏ đại tràng do Ung thư đại tràng - Tiền sử Thuyên tắc phổi đang dùng coumadin (tiền sử Thuyên tắc phổi đang dùng coumadin)
viêm bể thận,CHẨN_ĐOÁN,1,N12,viêm bể thận,1,"Các sự kiện trước khi nhập viện - Gần đây nhập viện vì viêm bể thận và viêm phế quản - Cách ly môi khỏi ánh sáng mặt trời bằng khẩu trang và các phương pháp bảo hộ. - Tránh để bụi bẩn bám vào môi cũng như mọi va chạm, cọ xát mạnh lên khu vực da còn thương tổn này."
viêm gan cấp tính do virus b thể,CHẨN_ĐOÁN,1,B16.9,Viêm gan cấp tính do virus B thể,1,- VS98.3 12987 56 18 99RA Viêm gan cấp tính do virus B thể thông thường điển hình mức độ nặng giai đoạn toàn phát 3/ đơn thuốc: Kết quả xét nghiệm: phân tích nước tiểu không có gì đáng chú ý Kết quả chẩn đoán hình ảnh: chụp x-quang ngực không có gì đáng chú ý
viêm gan virus,CHẨN_ĐOÁN,1,B19.9,viêm gan virus,1,3. Đánh giá tại bệnh viện Kết quả xét nghiệm - ast 421 - alt 336 - alp 185 - bilirubin toàn phần 0.9 - total bili bắt đầu tăng lên đạt đỉnh 6.7 - bảng xét nghiệm viêm gan virus là âm tính - ferritin là bình thường - ceruloplasmin vẫn đang chờ kết quả đang chờ kết quả tại thời điểm chuyển viện Kết quả chẩn đoán hình ảnh - siêu âm bụng có doppler âm tính âm tính - âm tính chụp hida - ercp cho thấy t
viêm gan vàng da,CHẨN_ĐOÁN,1,,viêm gan vàng da,1,"Hội chứng viêm gan vàng da ứ mật: Khởi phát bệnh từ từ, da niêm mạc vàng sau khi hết sốt. Kèm theo có nước tiểu ít hơn so với bình thường, vàng sậm như nước vối."
viêm khớp dạng thấp,CHẨN_ĐOÁN,1,M06.9,viêm khớp dạng thấp,1,"- Viêm nha chu: Đây là dạng nhiễm trùng lợi nặng, các triệu chứng gồm đau khi nhai, răng lung lay, sưng nướu, dễ chảy máu răng, hôi miệng, có mủ. Viêm nha chu nếu để kéo dài, chân răng có thể bị hư hại dẫn đến tình trạng mất răng hoặc viêm khớp dạng thấp, các bệnh hô hấp, đột quỵ,... - Thiếu canxi và vitamin: Thiếu hụt canxi dễ gây loãng xương, sâu răng và có nguy cơ bị viêm nha chu."
viêm phế quản,CHẨN_ĐOÁN,1,J40,viêm phế quản,1,"Các sự kiện trước khi nhập viện - Gần đây nhập viện vì viêm bể thận và viêm phế quản - Cách ly môi khỏi ánh sáng mặt trời bằng khẩu trang và các phương pháp bảo hộ. - Tránh để bụi bẩn bám vào môi cũng như mọi va chạm, cọ xát mạnh lên khu vực da còn thương tổn này."
"viêm phế quản, phế nang",CHẨN_ĐOÁN,1,,"viêm phế quản, phế nang",1,"Trả lời : Chào bạn! Viêm phổi là tình trạng viêm phế quản, phế nang, giai đoạn đầu là xuất tiết dịch, nếu điều trị sớm và kịp thời thì sẽ nhanh chóng hết với những cơ thể có sức đề kháng bình thường. Viêm phổi tiến triển nặng là giai đoạn sau, có thể do nhiễm vi khuẩn nặng, thuốc kháng sinh không đáp ứng hay cơ thể có sức đề kháng yêu, suy giảm miễn dịch và hoại tử nhu mô phổi."
viêm phổi tiến triển,CHẨN_ĐOÁN,1,,Viêm phổi tiến triển,1,"Viêm phổi là tình trạng viêm phế quản, phế nang, giai đoạn đầu là xuất tiết dịch, nếu điều trị sớm và kịp thời thì sẽ nhanh chóng hết với những cơ thể có sức đề kháng bình thường. Viêm phổi tiến triển nặng là giai đoạn sau, có thể do nhiễm vi khuẩn nặng, thuốc kháng sinh không đáp ứng hay cơ thể có sức đề kháng yêu, suy giảm miễn dịch và hoại tử nhu mô phổi. Viêm phổi hoại tử: là một thể nặng của "
viêm thực quản,CHẨN_ĐOÁN,1,K20,Viêm thực quản,1,"- Nội soi (cho thấy nhiều loét tá tràng và hồi tràng) - nội soi (Viêm thực quản độ C, loét thực quản dưới 6 mm có điểm sắc tố, nhiều loét nông sạch đáy ở tá tràng và hồi tràng sớm) Thuốc trước khi nhập viện: omeprazole (vừa ngừng để làm test hơi thở h."
viêm thực quản độ c ở thực quản,CHẨN_ĐOÁN,1,,Viêm thực quản độ C ở thực quản,1,- Loét loét thực quản 6 mm có điểm sắc tố - Nhiều loét sạch đáy loét ở tá tràng kéo dài từ hành tá tràng đến hồi tràng sớm
viêm tim,CHẨN_ĐOÁN,1,I51.4,viêm tim,1,"• Giới tính: Trẻ trai mắc bệnh nhiều hơn trẻ gái. • Đặc điểm nguy hiểm: Giai đoạn đầu có thể chưa quá nghiêm trọng, nhưng nếu không điều trị kịp thời, bệnh có thể dẫn đến viêm tim, phình giãn động mạch vành, đột tử, nhồi máu cơ tim, hoặc hẹp tắc mạch vành gây suy tim về sau. Tóm lại: Kawasaki là bệnh viêm mạch máu nguy hiểm, cần phát hiện sớm để tránh biến chứng nặng."
viêm tuyến mồ hôi,CHẨN_ĐOÁN,1,L73.2,viêm tuyến mồ hôi,1,- metoprolol 25mg po bid - doxycycline cho viêm tuyến mồ hôi - atenolol (uống hôm nay)
viêm tuỷ xương,CHẨN_ĐOÁN,1,M86.9,viêm tuỷ xương,1,2. Bệnh sử hiện tại Lý do nhập viện: sốt cao Cách ngày vào viện 2 tuần bệnh nhân đã vào viện vì hạ huyết áp và được chẩn đoán nhiễm trùng huyết điều trị bằng kháng sinh vancozosynbactrim điều trị bệnh viêm tuỷ xương. Sau đó dùng zosyn 8 ngày và dừng tất cả kháng sinh để điều trị viêm tủy xương mãn tính tại khoa Hồi sức tích cực.
viêm túi mật,CHẨN_ĐOÁN,1,K81.9,viêm túi mật,1,- siêu âm vùng gan mật cho thấy sỏi mật nhưng không có viêm túi mật hoặc sỏi ống mật (lần nhập viện trước) - chụp ct bụng chậu là chưa phát hiện bất thường (lần nhập viện trước) - siêu âm vùng gan mật hiện tại cho thấy túi mật căng to với dịch quanh túi mật gợi ý viêm túi mật cấp
viêm tụy,CHẨN_ĐOÁN,1,K85.9,viêm tụy,1,Tiền sử bệnh bệnh nhân có tiền sử nhập viện gần đây vìviêm tụy Bệnh lý mãn tính
viêm tủy xương,CHẨN_ĐOÁN,1,M86.9,viêm tủy xương,1,Tiền sử bệnh nội khoa Các bệnh lý mãn tính: viêm tủy xương và bàng quang thần kinh có biến chứng liệt hai chi dưới 2.
xơ gan mất bù,CHẨN_ĐOÁN,1,K74.6,xơ gan mất bù,1,"Nếu không được xử lý kịp thời, hạt tophi bị vỡ ra có thể gây hoại tử, biến dạng xương khớp, gây nhiễm trùng máu, rất khó lành - Bệnh nhân xơ gan mất bù có tăng áp lực tĩnh mạch cửa, cổ trướng và tràn dịch màng phổi. Thuốc trước khi nhập viện lần này: liệu pháp lợi tiểu 2."
xơ vữa động mạch,CHẨN_ĐOÁN,1,I70.9,xơ vữa động mạch,1,"Bệnh mạch vành là tình trạng hẹp hoặc tắc các động mạch vành – những mạch máu có nhiệm vụ nuôi dưỡng cơ tim. Nguyên nhân chủ yếu là xơ vữa động mạch, làm giảm tưới máu cơ tim, gây thiếu oxy cơ tim, từ đó dẫn đến đau thắt ngực, nhồi máu cơ tim, suy tim hoặc đột tử . 2."
xơ vữa động mạch vành,CHẨN_ĐOÁN,1,,Xơ vữa động mạch vành,1,Nguyên nhân chính Xơ vữa động mạch vành: • LDL-cholesterol tăng
đái tháo đường typ ii,CHẨN_ĐOÁN,1,,Đái tháo đường typ II,1,"3. Tiên lượng: Bệnh mạn tính, điều trị ổn định từng đợt, cần chú ý biến chứng tại cơ quan đích. 4."
amyloidosis gia đình,CHẨN_ĐOÁN,0,E85.2,amyloidosis gia đình,0,
bàn chân bẹt,CHẨN_ĐOÁN,0,M21.4,bàn chân bẹt,0,
bàn chân vẹo bẩm sinh,CHẨN_ĐOÁN,0,Q66.9,bàn chân vẹo bẩm sinh,0,
bóc tách động mạch chủ,CHẨN_ĐOÁN,0,I71.0,bóc tách động mạch chủ,0,
bóc tách động mạch chủ loại b,CHẨN_ĐOÁN,0,I71.0,bóc tách động mạch chủ loại b,0,
bệnh mạch máu,CHẨN_ĐOÁN,0,I73.8,bệnh mạch máu,0,
bệnh rễ thần kinh tuỷ sống ở ngón tay cái,CHẨN_ĐOÁN,0,M54.1,bệnh rễ thần kinh tuỷ sống ở ngón tay cái,0,
bệnh thận đa nang,CHẨN_ĐOÁN,0,Q61.3,bệnh thận đa nang,0,
bệnh túi thừa,CHẨN_ĐOÁN,0,K57.9,bệnh túi thừa,0,
bệnh túi thừa ở cả ruột non và đại tràng,CHẨN_ĐOÁN,0,K57.9,bệnh túi thừa ở cả ruột non và đại tràng,0,
bệnh động mạch vành mạn tính,CHẨN_ĐOÁN,0,I25.1,bệnh động mạch vành mạn tính,0,
"gãy 3 xương sườn 9, 10 và 11",CHẨN_ĐOÁN,0,S22.4,"gãy 3 xương sườn 9, 10 và 11",0,
gãy cổ xương đùi,CHẨN_ĐOÁN,0,S72.0,gãy cổ xương đùi,0,
gãy cổ xương đùi di lệch,CHẨN_ĐOÁN,0,S72.0,gãy cổ xương đùi di lệch,0,
gãy xương sườn trái,CHẨN_ĐOÁN,0,S22.3,gãy xương sườn trái,0,
hen suyễn,CHẨN_ĐOÁN,0,J45.9,hen suyễn,0,
hạ kali máu,CHẨN_ĐOÁN,0,E87.8,hạ kali máu,0,
hẹp 60% đoạn gần động mạch,CHẨN_ĐOÁN,0,I25.1,hẹp 60% đoạn gần động mạch,0,
hẹp gây hạn chế dòng chảy,CHẨN_ĐOÁN,0,I25.1,hẹp gây hạn chế dòng chảy,0,
hẹp van động mạch chủ,CHẨN_ĐOÁN,0,I35.0,hẹp van động mạch chủ,0,
hội chứng mạch vành cấp,CHẨN_ĐOÁN,0,I24.9,hội chứng mạch vành cấp,0,
hội chứng não gan,CHẨN_ĐOÁN,0,K72.9,hội chứng não gan,0,
hở van ba lá,CHẨN_ĐOÁN,0,I36.1,hở van ba lá,0,
hở van hai lá,CHẨN_ĐOÁN,0,I34.0,hở van hai lá,0,
khó kiểm soát huyết áp,CHẨN_ĐOÁN,0,I10,khó kiểm soát huyết áp,0,
khối máu tụ dưới màng cứng,CHẨN_ĐOÁN,0,I62.0,khối máu tụ dưới màng cứng,0,
loét bàn chân nhiễm trùng,CHẨN_ĐOÁN,0,L97,loét bàn chân nhiễm trùng,0,
loét mới ở ngón chân út bên phải,CHẨN_ĐOÁN,0,L97,loét mới ở ngón chân út bên phải,0,
mày đay vô,CHẨN_ĐOÁN,0,L50.1,mày đay vô,0,
nang tụy,CHẨN_ĐOÁN,0,K86.2,nang tụy,0,
nghi ngờ xơ gan do rượu,CHẨN_ĐOÁN,0,K70.3,nghi ngờ xơ gan do rượu,0,
